Chromosome	Start	End	Strand	Gene	Transcription_Start_Site	Transcript_type
chr15	74172414	74176872	+	ISLR	74174130	protein_coding
chr15	74172414	74176872	+	ISLR	74174403	protein_coding
chr15	74172414	74176872	+	ISLR	74174501	protein_coding
chr15	74172414	74176872	+	ISLR	74174046	protein_coding
chr15	74172414	74176872	+	ISLR	74172414	protein_coding
chr15	90083045	90102490	-	IDH2	90102468	protein_coding
chr15	90083045	90102490	-	IDH2	90102477	protein_coding
chr15	90083045	90102490	-	IDH2	90100695	protein_coding
chr15	90083045	90102490	-	IDH2	90102480	protein_coding
chr15	90083045	90102490	-	IDH2	90102474	protein_coding
chr15	90083045	90102490	-	IDH2	90102490	protein_coding
chr15	90083045	90102490	-	IDH2	90102469	protein_coding
chr15	90083045	90102490	-	IDH2	90102457	protein_coding
chr15	90083045	90102490	-	IDH2	90102479	protein_coding
chr15	90083045	90102490	-	IDH2	90102467	protein_coding
chr11	73376325	73397474	+	RELT	73376399	protein_coding
chr11	73376325	73397474	+	RELT	73376400	protein_coding
chr11	73376325	73397474	+	RELT	73376668	protein_coding
chr11	73376325	73397474	+	RELT	73376427	protein_coding
chr11	73376325	73397474	+	RELT	73386302	protein_coding
chr11	73376325	73397474	+	RELT	73376347	protein_coding
chr11	73376325	73397474	+	RELT	73376364	protein_coding
chr11	73376325	73397474	+	RELT	73376325	protein_coding
chr11	73376325	73397474	+	RELT	73376386	protein_coding
chr11	73376325	73397474	+	RELT	73376395	protein_coding
chr11	73376325	73397474	+	RELT	73376628	protein_coding
chr11	73376325	73397474	+	RELT	73381930	protein_coding
chr11	73376325	73397474	+	RELT	73386295	protein_coding
chr17	38057693	38068634	-	TBC1D3C	38068634	protein_coding
chr22	50443219	50483923	-	SBF1	50475071	protein_coding
chr22	50443219	50483923	-	SBF1	50454706	protein_coding
chr22	50443219	50483923	-	SBF1	50475035	protein_coding
chr22	50443219	50483923	-	SBF1	50475006	protein_coding
chr22	50443219	50483923	-	SBF1	50475012	protein_coding
chr22	50443219	50483923	-	SBF1	50475019	protein_coding
chr22	50443219	50483923	-	SBF1	50475025	protein_coding
chr22	50443219	50483923	-	SBF1	50475033	protein_coding
chr22	50443219	50483923	-	SBF1	50475041	protein_coding
chr22	50443219	50483923	-	SBF1	50475016	protein_coding
chr22	50443219	50483923	-	SBF1	50455409	protein_coding
chr22	50443219	50483923	-	SBF1	50475030	protein_coding
chr22	50443219	50483923	-	SBF1	50475010	protein_coding
chr22	50443219	50483923	-	SBF1	50456673	protein_coding
chr22	50443219	50483923	-	SBF1	50460685	protein_coding
chr22	50443219	50483923	-	SBF1	50462470	protein_coding
chr22	50443219	50483923	-	SBF1	50467690	protein_coding
chr22	50443219	50483923	-	SBF1	50469932	protein_coding
chr22	50443219	50483923	-	SBF1	50475034	protein_coding
chr22	50443219	50483923	-	SBF1	50475022	protein_coding
chr22	50443219	50483923	-	SBF1	50475080	protein_coding
chr22	50443219	50483923	-	SBF1	50475031	protein_coding
chr7	55018820	55211628	+	EGFR	55019017	protein_coding
chr7	55018820	55211628	+	EGFR	55019021	protein_coding
chr7	55018820	55211628	+	EGFR	55019032	protein_coding
chr7	55018820	55211628	+	EGFR	55019034	protein_coding
chr7	55018820	55211628	+	EGFR	55109723	protein_coding
chr7	55018820	55211628	+	EGFR	55163753	protein_coding
chr7	55018820	55211628	+	EGFR	55018820	protein_coding
chr7	55018820	55211628	+	EGFR	55019104	protein_coding
chr9	100098699	100306072	+	INVS	100099243	protein_coding
chr9	100098699	100306072	+	INVS	100099275	protein_coding
chr9	100098699	100306072	+	INVS	100099288	protein_coding
chr9	100098699	100306072	+	INVS	100098699	protein_coding
chr9	100098699	100306072	+	INVS	100099259	protein_coding
chr9	100098699	100306072	+	INVS	100099293	protein_coding
chr9	100098699	100306072	+	INVS	100099299	protein_coding
chr2	156435290	156613735	+	GPD2	156435290	protein_coding
chr2	156435290	156613735	+	GPD2	156435441	protein_coding
chr2	156435290	156613735	+	GPD2	156436379	protein_coding
chr2	156435290	156613735	+	GPD2	156473572	protein_coding
chr2	156435290	156613735	+	GPD2	156435973	protein_coding
chr2	156435290	156613735	+	GPD2	156436369	protein_coding
chr2	156435290	156613735	+	GPD2	156436367	protein_coding
chr2	156435290	156613735	+	GPD2	156436383	protein_coding
chr2	156435290	156613735	+	GPD2	156436391	protein_coding
chr2	156435290	156613735	+	GPD2	156455599	protein_coding
chr2	156435290	156613735	+	GPD2	156467266	protein_coding
chr14	60643421	60658259	-	SIX1	60649477	protein_coding
chr14	60643421	60658259	-	SIX1	60658259	protein_coding
chr14	60643421	60658259	-	SIX1	60649467	protein_coding
chr17	38127951	38138868	+	TBC1D3E	38127951	protein_coding
chr14	24146683	24160660	+	RNF31	24146683	protein_coding
chr14	24146683	24160660	+	RNF31	24146685	protein_coding
chr14	24146683	24160660	+	RNF31	24146740	protein_coding
chr14	24146683	24160660	+	RNF31	24146751	protein_coding
chr14	24146683	24160660	+	RNF31	24146877	protein_coding
chr14	24146683	24160660	+	RNF31	24146887	protein_coding
chr14	24146683	24160660	+	RNF31	24147498	protein_coding
chr14	24146683	24160660	+	RNF31	24147500	protein_coding
chr14	24146683	24160660	+	RNF31	24147567	protein_coding
chr14	24146683	24160660	+	RNF31	24148082	protein_coding
chr14	24146683	24160660	+	RNF31	24150816	protein_coding
chr14	24146683	24160660	+	RNF31	24157520	protein_coding
chr14	24146683	24160660	+	RNF31	24147450	protein_coding
chr14	24146683	24160660	+	RNF31	24147457	protein_coding
chr14	24146683	24160660	+	RNF31	24147510	protein_coding
chr14	24146683	24160660	+	RNF31	24147537	protein_coding
chr14	24146683	24160660	+	RNF31	24147527	protein_coding
chr14	24146683	24160660	+	RNF31	24147532	protein_coding
chr14	24146683	24160660	+	RNF31	24147529	protein_coding
chr14	24146683	24160660	+	RNF31	24147631	protein_coding
chr10	70147289	70170905	-	SAR1A	70170514	protein_coding
chr10	70147289	70170905	-	SAR1A	70170523	protein_coding
chr10	70147289	70170905	-	SAR1A	70163031	protein_coding
chr10	70147289	70170905	-	SAR1A	70157823	protein_coding
chr10	70147289	70170905	-	SAR1A	70161915	protein_coding
chr10	70147289	70170905	-	SAR1A	70170512	protein_coding
chr10	70147289	70170905	-	SAR1A	70170535	protein_coding
chr10	70147289	70170905	-	SAR1A	70170537	protein_coding
chr10	70147289	70170905	-	SAR1A	70170262	protein_coding
chr10	70147289	70170905	-	SAR1A	70170503	protein_coding
chr10	70147289	70170905	-	SAR1A	70170472	protein_coding
chr10	70147289	70170905	-	SAR1A	70163099	protein_coding
chr10	70147289	70170905	-	SAR1A	70170500	protein_coding
chr10	70147289	70170905	-	SAR1A	70170499	protein_coding
chr10	70147289	70170905	-	SAR1A	70170524	protein_coding
chr10	70147289	70170905	-	SAR1A	70170492	protein_coding
chr10	70147289	70170905	-	SAR1A	70170462	protein_coding
chr10	70147289	70170905	-	SAR1A	70170905	protein_coding
chr10	70147289	70170905	-	SAR1A	70170495	protein_coding
chr10	70147289	70170905	-	SAR1A	70170486	protein_coding
chr17	20579724	20580911	+	CDRT15L2	20579724	protein_coding
chr11	61402641	61430105	-	CPSF7	61429911	protein_coding
chr11	61402641	61430105	-	CPSF7	61430031	protein_coding
chr11	61402641	61430105	-	CPSF7	61429975	protein_coding
chr11	61402641	61430105	-	CPSF7	61429304	protein_coding
chr11	61402641	61430105	-	CPSF7	61429968	protein_coding
chr11	61402641	61430105	-	CPSF7	61429920	protein_coding
chr11	61402641	61430105	-	CPSF7	61429922	protein_coding
chr11	61402641	61430105	-	CPSF7	61429814	protein_coding
chr11	61402641	61430105	-	CPSF7	61429948	protein_coding
chr11	61402641	61430105	-	CPSF7	61429715	protein_coding
chr11	61402641	61430105	-	CPSF7	61429550	protein_coding
chr11	61402641	61430105	-	CPSF7	61429235	protein_coding
chr11	61402641	61430105	-	CPSF7	61430105	protein_coding
chr11	61402641	61430105	-	CPSF7	61429972	protein_coding
chr11	61402641	61430105	-	CPSF7	61429401	protein_coding
chr11	61402641	61430105	-	CPSF7	61429995	protein_coding
chr11	61402641	61430105	-	CPSF7	61429973	protein_coding
chr11	61402641	61430105	-	CPSF7	61429979	protein_coding
chr11	61402641	61430105	-	CPSF7	61429953	protein_coding
chr11	61402641	61430105	-	CPSF7	61429950	protein_coding
chr17	20589058	20590700	+	MEIS3P2	20589058	protein_coding
chr20	35668052	35699373	-	NFS1	35699352	protein_coding
chr20	35668052	35699373	-	NFS1	35699189	protein_coding
chr20	35668052	35699373	-	NFS1	35699349	protein_coding
chr20	35668052	35699373	-	NFS1	35699304	protein_coding
chr20	35668052	35699373	-	NFS1	35699373	protein_coding
chr20	35668052	35699373	-	NFS1	35699325	protein_coding
chr15	62163535	62165719	-	C2CD4B	62165285	protein_coding
chr15	62163535	62165719	-	C2CD4B	62165719	protein_coding
chr15	40358219	40378621	+	DISP2	40358219	protein_coding
chr15	40358219	40378621	+	DISP2	40358233	protein_coding
chr15	40358219	40378621	+	DISP2	40358239	protein_coding
chr16	75293698	75433503	-	CFDP1	75433503	protein_coding
chr16	75293698	75433503	-	CFDP1	75395119	protein_coding
chr16	75293698	75433503	-	CFDP1	75433391	protein_coding
chr16	75293698	75433503	-	CFDP1	75433495	protein_coding
chr16	75293698	75433503	-	CFDP1	75433491	protein_coding
chr16	75293698	75433503	-	CFDP1	75433470	protein_coding
chr16	75293698	75433503	-	CFDP1	75433501	protein_coding
chr9	94726604	95151793	+	AOPEP	94726699	protein_coding
chr9	94726604	95151793	+	AOPEP	94726701	protein_coding
chr9	94726604	95151793	+	AOPEP	94726712	protein_coding
chr9	94726604	95151793	+	AOPEP	94760162	protein_coding
chr9	94726604	95151793	+	AOPEP	94955946	protein_coding
chr9	94726604	95151793	+	AOPEP	94726710	protein_coding
chr9	94726604	95151793	+	AOPEP	94726718	protein_coding
chr9	94726604	95151793	+	AOPEP	94726733	protein_coding
chr9	94726604	95151793	+	AOPEP	94759649	protein_coding
chr9	94726604	95151793	+	AOPEP	94726634	protein_coding
chr9	94726604	95151793	+	AOPEP	94726669	protein_coding
chr9	94726604	95151793	+	AOPEP	94726707	protein_coding
chr9	94726604	95151793	+	AOPEP	94726716	protein_coding
chr15	48331011	48343373	+	DUT	48331011	protein_coding
chr15	48331011	48343373	+	DUT	48331095	protein_coding
chr15	48331011	48343373	+	DUT	48331405	protein_coding
chr15	48331011	48343373	+	DUT	48331429	protein_coding
chr15	48331011	48343373	+	DUT	48331456	protein_coding
chr15	48331011	48343373	+	DUT	48332103	protein_coding
chr15	48331011	48343373	+	DUT	48332210	protein_coding
chr15	48331011	48343373	+	DUT	48332406	protein_coding
chr15	48331011	48343373	+	DUT	48331416	protein_coding
chr15	48331011	48343373	+	DUT	48331435	protein_coding
chr16	18791609	18801572	-	ARL6IP1	18801547	protein_coding
chr16	18791609	18801572	-	ARL6IP1	18801549	protein_coding
chr16	18791609	18801572	-	ARL6IP1	18801424	protein_coding
chr16	18791609	18801572	-	ARL6IP1	18801553	protein_coding
chr16	18791609	18801572	-	ARL6IP1	18801544	protein_coding
chr16	18791609	18801572	-	ARL6IP1	18801550	protein_coding
chr12	8940358	8951856	-	M6PR	8949645	protein_coding
chr12	8940358	8951856	-	M6PR	8943420	protein_coding
chr12	8940358	8951856	-	M6PR	8949761	protein_coding
chr12	8940358	8951856	-	M6PR	8942517	protein_coding
chr12	8940358	8951856	-	M6PR	8946368	protein_coding
chr12	8940358	8951856	-	M6PR	8943886	protein_coding
chr12	8940358	8951856	-	M6PR	8949735	protein_coding
chr12	8940358	8951856	-	M6PR	8946848	protein_coding
chr12	8940358	8951856	-	M6PR	8951412	protein_coding
chr12	8940358	8951856	-	M6PR	8949943	protein_coding
chr12	8940358	8951856	-	M6PR	8949472	protein_coding
chr12	8940358	8951856	-	M6PR	8949410	protein_coding
chr12	8940358	8951856	-	M6PR	8949658	protein_coding
chr12	8940358	8951856	-	M6PR	8949665	protein_coding
chr12	8940358	8951856	-	M6PR	8949603	protein_coding
chr12	8940358	8951856	-	M6PR	8951856	protein_coding
chr12	8940358	8951856	-	M6PR	8949635	protein_coding
chr12	8940358	8951856	-	M6PR	8949974	protein_coding
chr19	6737925	6751530	+	TRIP10	6737925	protein_coding
chr19	6737925	6751530	+	TRIP10	6739680	protein_coding
chr19	6737925	6751530	+	TRIP10	6739762	protein_coding
chr19	6737925	6751530	+	TRIP10	6740918	protein_coding
chr19	6737925	6751530	+	TRIP10	6739682	protein_coding
chr19	6737925	6751530	+	TRIP10	6739695	protein_coding
chr19	6737925	6751530	+	TRIP10	6739699	protein_coding
chr19	6737925	6751530	+	TRIP10	6739651	protein_coding
chr19	6737925	6751530	+	TRIP10	6739690	protein_coding
chr19	6737925	6751530	+	TRIP10	6739714	protein_coding
chr19	6737925	6751530	+	TRIP10	6739717	protein_coding
chr19	6737925	6751530	+	TRIP10	6739700	protein_coding
chr19	6737925	6751530	+	TRIP10	6739741	protein_coding
chr8	27490775	27548992	+	EPHX2	27490781	protein_coding
chr8	27490775	27548992	+	EPHX2	27491125	protein_coding
chr8	27490775	27548992	+	EPHX2	27491143	protein_coding
chr8	27490775	27548992	+	EPHX2	27491151	protein_coding
chr8	27490775	27548992	+	EPHX2	27491166	protein_coding
chr8	27490775	27548992	+	EPHX2	27491192	protein_coding
chr8	27490775	27548992	+	EPHX2	27491210	protein_coding
chr8	27490775	27548992	+	EPHX2	27490775	protein_coding
chr8	27490775	27548992	+	EPHX2	27490784	protein_coding
chr8	27490775	27548992	+	EPHX2	27491103	protein_coding
chr8	27490775	27548992	+	EPHX2	27491130	protein_coding
chr8	27490775	27548992	+	EPHX2	27491155	protein_coding
chr8	27490775	27548992	+	EPHX2	27491149	protein_coding
chr14	69611591	69715144	+	SUSD6	69611596	protein_coding
chr14	69611591	69715144	+	SUSD6	69611591	protein_coding
chr14	69611591	69715144	+	SUSD6	69645123	protein_coding
chr14	69611591	69715144	+	SUSD6	69648685	protein_coding
chr14	69611591	69715144	+	SUSD6	69653194	protein_coding
chr14	69611591	69715144	+	SUSD6	69653197	protein_coding
chr14	69611591	69715144	+	SUSD6	69658026	protein_coding
chr14	69611591	69715144	+	SUSD6	69611595	protein_coding
chr14	69611591	69715144	+	SUSD6	69658057	protein_coding
chr10	58269151	58289586	+	CISD1	58269162	protein_coding
chr10	58269151	58289586	+	CISD1	58269151	protein_coding
chr10	58269151	58289586	+	CISD1	58269179	protein_coding
chr15	101281510	101295282	-	SNRPA1	101295248	protein_coding
chr15	101281510	101295282	-	SNRPA1	101294905	protein_coding
chr15	101281510	101295282	-	SNRPA1	101287696	protein_coding
chr15	101281510	101295282	-	SNRPA1	101295274	protein_coding
chr15	101281510	101295282	-	SNRPA1	101295268	protein_coding
chr15	101281510	101295282	-	SNRPA1	101295262	protein_coding
chr15	101281510	101295282	-	SNRPA1	101295251	protein_coding
chr15	101281510	101295282	-	SNRPA1	101295225	protein_coding
chr4	185585444	185956652	-	SORBS2	185611980	protein_coding
chr4	185585444	185956652	-	SORBS2	185620151	protein_coding
chr4	185585444	185956652	-	SORBS2	185656746	protein_coding
chr4	185585444	185956652	-	SORBS2	185956368	protein_coding
chr4	185585444	185956652	-	SORBS2	185812194	protein_coding
chr4	185585444	185956652	-	SORBS2	185956361	protein_coding
chr4	185585444	185956652	-	SORBS2	185811786	protein_coding
chr4	185585444	185956652	-	SORBS2	185775912	protein_coding
chr4	185585444	185956652	-	SORBS2	185811071	protein_coding
chr4	185585444	185956652	-	SORBS2	185812238	protein_coding
chr4	185585444	185956652	-	SORBS2	185810894	protein_coding
chr4	185585444	185956652	-	SORBS2	185956652	protein_coding
chr4	185585444	185956652	-	SORBS2	185812221	protein_coding
chr4	185585444	185956652	-	SORBS2	185656748	protein_coding
chr4	185585444	185956652	-	SORBS2	185812021	protein_coding
chr4	185585444	185956652	-	SORBS2	185812040	protein_coding
chr4	185585444	185956652	-	SORBS2	185775288	protein_coding
chr4	185585444	185956652	-	SORBS2	185656969	protein_coding
chr4	185585444	185956652	-	SORBS2	185657520	protein_coding
chr4	185585444	185956652	-	SORBS2	185812206	protein_coding
chr4	185585444	185956652	-	SORBS2	185652688	protein_coding
chr4	185585444	185956652	-	SORBS2	185761590	protein_coding
chr4	185585444	185956652	-	SORBS2	185811752	protein_coding
chr4	185585444	185956652	-	SORBS2	185775522	protein_coding
chr4	185585444	185956652	-	SORBS2	185775276	protein_coding
chr4	185585444	185956652	-	SORBS2	185775289	protein_coding
chr4	185585444	185956652	-	SORBS2	185775413	protein_coding
chr4	185585444	185956652	-	SORBS2	185775441	protein_coding
chr4	185585444	185956652	-	SORBS2	185775380	protein_coding
chr4	185585444	185956652	-	SORBS2	185775451	protein_coding
chr4	185585444	185956652	-	SORBS2	185811749	protein_coding
chr4	185585444	185956652	-	SORBS2	185956334	protein_coding
chr4	185585444	185956652	-	SORBS2	185811979	protein_coding
chr4	185585444	185956652	-	SORBS2	185812209	protein_coding
chr4	185585444	185956652	-	SORBS2	185811012	protein_coding
chr4	185585444	185956652	-	SORBS2	185811104	protein_coding
chr4	185585444	185956652	-	SORBS2	185956348	protein_coding
chr4	185585444	185956652	-	SORBS2	185956409	protein_coding
chr4	185585444	185956652	-	SORBS2	185775414	protein_coding
chr4	185585444	185956652	-	SORBS2	185811757	protein_coding
chr4	185585444	185956652	-	SORBS2	185740330	protein_coding
chr4	185585444	185956652	-	SORBS2	185813124	protein_coding
chr4	185585444	185956652	-	SORBS2	185812472	protein_coding
chr4	185585444	185956652	-	SORBS2	185812225	protein_coding
chr4	185585444	185956652	-	SORBS2	185811973	protein_coding
chr4	185585444	185956652	-	SORBS2	185813127	protein_coding
chr4	185585444	185956652	-	SORBS2	185811820	protein_coding
chr4	185585444	185956652	-	SORBS2	185813158	protein_coding
chr4	185585444	185956652	-	SORBS2	185813148	protein_coding
chr4	185585444	185956652	-	SORBS2	185813146	protein_coding
chr4	185585444	185956652	-	SORBS2	185813143	protein_coding
chr4	185585444	185956652	-	SORBS2	185813077	protein_coding
chr4	185585444	185956652	-	SORBS2	185811166	protein_coding
chr4	185585444	185956652	-	SORBS2	185810987	protein_coding
chr4	185585444	185956652	-	SORBS2	185812166	protein_coding
chr4	185585444	185956652	-	SORBS2	185812545	protein_coding
chr4	185585444	185956652	-	SORBS2	185812481	protein_coding
chr4	185585444	185956652	-	SORBS2	185812256	protein_coding
chr4	185585444	185956652	-	SORBS2	185812233	protein_coding
chr4	185585444	185956652	-	SORBS2	185812220	protein_coding
chr4	185585444	185956652	-	SORBS2	185812199	protein_coding
chr4	185585444	185956652	-	SORBS2	185812184	protein_coding
chr4	185585444	185956652	-	SORBS2	185812080	protein_coding
chr4	185585444	185956652	-	SORBS2	185812023	protein_coding
chr4	185585444	185956652	-	SORBS2	185812018	protein_coding
chr4	185585444	185956652	-	SORBS2	185812013	protein_coding
chr4	185585444	185956652	-	SORBS2	185811986	protein_coding
chr4	185585444	185956652	-	SORBS2	185811947	protein_coding
chr4	185585444	185956652	-	SORBS2	185811917	protein_coding
chr4	185585444	185956652	-	SORBS2	185811883	protein_coding
chr4	185585444	185956652	-	SORBS2	185811817	protein_coding
chr4	185585444	185956652	-	SORBS2	185811815	protein_coding
chr4	185585444	185956652	-	SORBS2	185811821	protein_coding
chr4	185585444	185956652	-	SORBS2	185811778	protein_coding
chr4	185585444	185956652	-	SORBS2	185811747	protein_coding
chr4	185585444	185956652	-	SORBS2	185811760	protein_coding
chr4	185585444	185956652	-	SORBS2	185811801	protein_coding
chr4	185585444	185956652	-	SORBS2	185811702	protein_coding
chr4	185585444	185956652	-	SORBS2	185811307	protein_coding
chr4	185585444	185956652	-	SORBS2	185811209	protein_coding
chr4	185585444	185956652	-	SORBS2	185811178	protein_coding
chr4	185585444	185956652	-	SORBS2	185811088	protein_coding
chr4	185585444	185956652	-	SORBS2	185811053	protein_coding
chr4	185585444	185956652	-	SORBS2	185810847	protein_coding
chr4	185585444	185956652	-	SORBS2	185775504	protein_coding
chr4	185585444	185956652	-	SORBS2	185775944	protein_coding
chr4	185585444	185956652	-	SORBS2	185775896	protein_coding
chr4	185585444	185956652	-	SORBS2	185775941	protein_coding
chr4	185585444	185956652	-	SORBS2	185775921	protein_coding
chr4	185585444	185956652	-	SORBS2	185775915	protein_coding
chr4	185585444	185956652	-	SORBS2	185775894	protein_coding
chr4	185585444	185956652	-	SORBS2	185775857	protein_coding
chr4	185585444	185956652	-	SORBS2	185775853	protein_coding
chr4	185585444	185956652	-	SORBS2	185775852	protein_coding
chr4	185585444	185956652	-	SORBS2	185775848	protein_coding
chr4	185585444	185956652	-	SORBS2	185775831	protein_coding
chr4	185585444	185956652	-	SORBS2	185775855	protein_coding
chr4	185585444	185956652	-	SORBS2	185775845	protein_coding
chr4	185585444	185956652	-	SORBS2	185775839	protein_coding
chr4	185585444	185956652	-	SORBS2	185775806	protein_coding
chr4	185585444	185956652	-	SORBS2	185775474	protein_coding
chr4	185585444	185956652	-	SORBS2	185775490	protein_coding
chr4	185585444	185956652	-	SORBS2	185775465	protein_coding
chr4	185585444	185956652	-	SORBS2	185775488	protein_coding
chr4	185585444	185956652	-	SORBS2	185775471	protein_coding
chr4	185585444	185956652	-	SORBS2	185775366	protein_coding
chr4	185585444	185956652	-	SORBS2	185775291	protein_coding
chr4	185585444	185956652	-	SORBS2	185775260	protein_coding
chr4	185585444	185956652	-	SORBS2	185741918	protein_coding
chr4	185585444	185956652	-	SORBS2	185741912	protein_coding
chr4	185585444	185956652	-	SORBS2	185741851	protein_coding
chr4	185585444	185956652	-	SORBS2	185741835	protein_coding
chr4	185585444	185956652	-	SORBS2	185734132	protein_coding
chr4	185585444	185956652	-	SORBS2	185712412	protein_coding
chr4	185585444	185956652	-	SORBS2	185692347	protein_coding
chr4	185585444	185956652	-	SORBS2	185775844	protein_coding
chr4	185585444	185956652	-	SORBS2	185775478	protein_coding
chr4	185585444	185956652	-	SORBS2	185775423	protein_coding
chr4	185585444	185956652	-	SORBS2	185761586	protein_coding
chr16	56657640	56660698	+	MT1F	56657959	protein_coding
chr16	56657640	56660698	+	MT1F	56658012	protein_coding
chr16	56657640	56660698	+	MT1F	56657640	protein_coding
chr16	56657640	56660698	+	MT1F	56657936	protein_coding
chr10	114938195	114977676	+	TRUB1	114938195	protein_coding
chr10	114938195	114977676	+	TRUB1	114938225	protein_coding
chr10	114938195	114977676	+	TRUB1	114938230	protein_coding
chr10	114938195	114977676	+	TRUB1	114938252	protein_coding
chr2	53767804	53775196	+	CHAC2	53767804	protein_coding
chr2	53767804	53775196	+	CHAC2	53767824	protein_coding
chr6	32812763	32820466	-	HLA-DOB	32817002	protein_coding
chr6	32812763	32820466	-	HLA-DOB	32820466	protein_coding
chr6	32812763	32820466	-	HLA-DOB	32816910	protein_coding
chr6	32812763	32820466	-	HLA-DOB	32817057	protein_coding
chr6	32812763	32820466	-	HLA-DOB	32817080	protein_coding
chr5	111092303	111130502	+	WDR36	111092348	protein_coding
chr5	111092303	111130502	+	WDR36	111092314	protein_coding
chr5	111092303	111130502	+	WDR36	111092345	protein_coding
chr5	111092303	111130502	+	WDR36	111092303	protein_coding
chr5	111092303	111130502	+	WDR36	111092353	protein_coding
chr9	109015135	109119974	-	TMEM245	109119947	protein_coding
chr9	109015135	109119974	-	TMEM245	109119937	protein_coding
chr9	109015135	109119974	-	TMEM245	109119950	protein_coding
chr9	109015135	109119974	-	TMEM245	109119957	protein_coding
chr9	109015135	109119974	-	TMEM245	109119974	protein_coding
chr9	109015135	109119974	-	TMEM245	109119970	protein_coding
chr9	109015135	109119974	-	TMEM245	109119968	protein_coding
chr9	109015135	109119974	-	TMEM245	109119935	protein_coding
chr9	109015135	109119974	-	TMEM245	109119931	protein_coding
chr9	109015135	109119974	-	TMEM245	109119927	protein_coding
chr9	109015135	109119974	-	TMEM245	109119925	protein_coding
chr9	109015135	109119974	-	TMEM245	109119936	protein_coding
chr9	109015135	109119974	-	TMEM245	109119938	protein_coding
chr9	109015135	109119974	-	TMEM245	109119926	protein_coding
chr9	109015135	109119974	-	TMEM245	109119934	protein_coding
chr9	109015135	109119974	-	TMEM245	109119929	protein_coding
chr9	109015135	109119974	-	TMEM245	109119922	protein_coding
chr9	109015135	109119974	-	TMEM245	109119921	protein_coding
chr9	109015135	109119974	-	TMEM245	109119930	protein_coding
chr9	109015135	109119974	-	TMEM245	109119923	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520357	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520371	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520365	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520390	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520397	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520421	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520425	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520436	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520340	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520345	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520353	protein_coding
chr16	2520340	2531422	+	AMDHD2	2520395	protein_coding
chr2	69013176	69249327	+	ANTXR1	69013179	protein_coding
chr2	69013176	69249327	+	ANTXR1	69013306	protein_coding
chr2	69013176	69249327	+	ANTXR1	69013357	protein_coding
chr2	69013176	69249327	+	ANTXR1	69013397	protein_coding
chr2	69013176	69249327	+	ANTXR1	69013440	protein_coding
chr2	69013176	69249327	+	ANTXR1	69013500	protein_coding
chr2	69013176	69249327	+	ANTXR1	69040049	protein_coding
chr2	69013176	69249327	+	ANTXR1	69013379	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502382	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502401	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502441	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502542	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502558	protein_coding
chr14	96501433	96567118	+	PAPOLA	96527442	protein_coding
chr14	96501433	96567118	+	PAPOLA	96547896	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502304	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502376	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502377	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502409	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502412	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502380	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502366	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502390	protein_coding
chr14	96501433	96567118	+	PAPOLA	96502417	protein_coding
chr10	133394094	133422520	+	MTG1	133394094	protein_coding
chr10	133394094	133422520	+	MTG1	133394157	protein_coding
chr10	133394094	133422520	+	MTG1	133394174	protein_coding
chr10	133394094	133422520	+	MTG1	133394158	protein_coding
chr10	133394094	133422520	+	MTG1	133394175	protein_coding
chr10	133394094	133422520	+	MTG1	133394164	protein_coding
chr10	133394094	133422520	+	MTG1	133394185	protein_coding
chr10	133394094	133422520	+	MTG1	133394218	protein_coding
chr20	56369382	56392566	-	AURKA	56392295	protein_coding
chr20	56369382	56392566	-	AURKA	56392196	protein_coding
chr20	56369382	56392566	-	AURKA	56392205	protein_coding
chr20	56369382	56392566	-	AURKA	56392215	protein_coding
chr20	56369382	56392566	-	AURKA	56392337	protein_coding
chr20	56369382	56392566	-	AURKA	56392267	protein_coding
chr20	56369382	56392566	-	AURKA	56392131	protein_coding
chr20	56369382	56392566	-	AURKA	56392220	protein_coding
chr20	56369382	56392566	-	AURKA	56392202	protein_coding
chr20	56369382	56392566	-	AURKA	56392566	protein_coding
chr20	56369382	56392566	-	AURKA	56392427	protein_coding
chr20	56369382	56392566	-	AURKA	56392201	protein_coding
