Chromosome	Start	End	Strand	Gene	Transcription_Start_Site	Transcript_type
chr7	22233389	22234312	-	Vmn1r255	22234312	protein_coding
chr18	7868832	7929028	+	Wac	7868832	protein_coding
chr18	7868832	7929028	+	Wac	7868845	protein_coding
chr18	7868832	7929028	+	Wac	7868850	protein_coding
chr18	7868832	7929028	+	Wac	7869066	protein_coding
chr18	7868832	7929028	+	Wac	7869196	protein_coding
chr18	7868832	7929028	+	Wac	7869197	protein_coding
chr18	7868832	7929028	+	Wac	7869493	protein_coding
chr18	7868832	7929028	+	Wac	7869501	protein_coding
chr18	7868832	7929028	+	Wac	7869530	protein_coding
chr18	7868832	7929028	+	Wac	7869716	protein_coding
chr18	7868832	7929028	+	Wac	7869737	protein_coding
chr18	7868832	7929028	+	Wac	7871712	protein_coding
chr18	7868832	7929028	+	Wac	7905475	protein_coding
chr18	7868832	7929028	+	Wac	7910619	protein_coding
chr7	22263848	22264768	-	Vmn1r256	22264768	protein_coding
chr7	22281583	22287552	-	Gm4565	22287552	protein_coding
chr7	22357443	22358366	+	Vmn1r155	22357443	protein_coding
chr9	44245991	44247374	+	H2ax	44245991	protein_coding
chrX	17422803	17438564	-	Fundc1	17438564	protein_coding
chrX	17422803	17438564	-	Fundc1	17437880	protein_coding
chrX	17422803	17438564	-	Fundc1	17438492	protein_coding
chrX	17422803	17438564	-	Fundc1	17438246	protein_coding
chr7	79942977	79974202	-	Rccd1	79974172	protein_coding
chr7	79942977	79974202	-	Rccd1	79974192	protein_coding
chr7	79942977	79974202	-	Rccd1	79973868	protein_coding
chr9	59485200	59514575	+	Celf6	59485475	protein_coding
chr9	59485200	59514575	+	Celf6	59485620	protein_coding
chr9	59485200	59514575	+	Celf6	59496571	protein_coding
chr9	59485200	59514575	+	Celf6	59496622	protein_coding
chr3	135759124	136031827	-	Bank1	136031807	protein_coding
chr3	135759124	136031827	-	Bank1	136031827	protein_coding
chr3	135759124	136031827	-	Bank1	136031786	protein_coding
chr14	75997557	76024477	-	Slc25a30	76024477	protein_coding
chr14	75997557	76024477	-	Slc25a30	76024447	protein_coding
chr1	159351339	159759299	+	Tnr	159351339	protein_coding
chr1	159351339	159759299	+	Tnr	159601340	protein_coding
chr1	159351339	159759299	+	Tnr	159677967	protein_coding
chr1	159351339	159759299	+	Tnr	159565080	protein_coding
chr5	36622342	36631424	+	Grpel1	36622342	protein_coding
chr12	4642638	4763962	+	Itsn2	4642638	protein_coding
chr12	4642638	4763962	+	Itsn2	4643008	protein_coding
chr12	4642638	4763962	+	Itsn2	4663275	protein_coding
chr12	4642638	4763962	+	Itsn2	4684776	protein_coding
chr2	72923145	73049268	-	Ola1	73044791	protein_coding
chr2	72923145	73049268	-	Ola1	73044677	protein_coding
chr2	72923145	73049268	-	Ola1	73043304	protein_coding
chr5	36631014	36641629	-	Tada2b	36641629	protein_coding
chr5	36631014	36641629	-	Tada2b	36641456	protein_coding
chrX	18012096	18012940	+	Dusp21	18012096	protein_coding
chrX	99773479	99782501	+	Gdpd2	99773548	protein_coding
chrX	99773479	99782501	+	Gdpd2	99773792	protein_coding
chr5	36641932	36645516	+	Ccdc96	36641932	protein_coding
chr5	124766641	124801519	+	Atp6v0a2	124767117	protein_coding
chr8	25092262	25164771	-	Adam18	25164771	protein_coding
chr8	25092262	25164771	-	Adam18	25118270	protein_coding
chr7	22390822	22391742	-	Vmn1r257	22391742	protein_coding
chr7	22413036	22419135	-	Gm4567	22419135	protein_coding
chr7	22413036	22419135	-	Gm4567	22414335	protein_coding
chr13	93177221	93281232	-	Cmya5	93281232	protein_coding
chr14	76082533	76085965	+	Tpt1	76082533	protein_coding
chr14	76082533	76085965	+	Tpt1	76082742	protein_coding
chr7	22461122	22462015	+	Vmn1r157	22461122	protein_coding
chr7	22489284	22490207	-	Vmn1r158	22490207	protein_coding
chr7	22542113	22543030	-	Vmn1r159	22543030	protein_coding
chr7	22570649	22571572	+	Vmn1r160	22570649	protein_coding
chr4	119032654	119047208	-	Ermap	119047208	protein_coding
chr4	119032654	119047208	-	Ermap	119047173	protein_coding
chr4	119032654	119047208	-	Ermap	119045944	protein_coding
chr4	119032654	119047208	-	Ermap	119047148	protein_coding
chr4	119032654	119047208	-	Ermap	119047193	protein_coding
chr4	119032654	119047208	-	Ermap	119047190	protein_coding
chr3	10396794	10400716	-	Slc10a5	10400716	protein_coding
chr7	97199538	97228704	-	Aamdc	97228704	protein_coding
chr7	97199538	97228704	-	Aamdc	97228686	protein_coding
chr7	97199538	97228704	-	Aamdc	97228703	protein_coding
chr7	97199538	97228704	-	Aamdc	97228648	protein_coding
chr7	97199538	97228704	-	Aamdc	97228689	protein_coding
chr7	97199538	97228704	-	Aamdc	97228681	protein_coding
chr7	97199538	97228704	-	Aamdc	97228626	protein_coding
chr7	97199538	97228704	-	Aamdc	97228589	protein_coding
chr7	97199538	97228704	-	Aamdc	97224860	protein_coding
chr3	102725815	102843416	-	Sycp1	102843416	protein_coding
chr3	102725815	102843416	-	Sycp1	102843406	protein_coding
chr10	128330026	128334554	-	Myl6b	128334554	protein_coding
chr13	57569008	58056146	-	Spock1	58056128	protein_coding
chr13	57569008	58056146	-	Spock1	58056146	protein_coding
chr13	57569008	58056146	-	Spock1	58056089	protein_coding
chr13	57569008	58056146	-	Spock1	58056105	protein_coding
chr13	57569008	58056146	-	Spock1	58056113	protein_coding
chr13	57569008	58056146	-	Spock1	58055401	protein_coding
chr14	76134377	76248305	-	Gtf2f2	76248305	protein_coding
chr10	115286216	115423685	-	Lgr5	115423685	protein_coding
chr10	115286216	115423685	-	Lgr5	115423398	protein_coding
chrX	99811328	99862016	+	Dlg3	99811328	protein_coding
chrX	99811328	99862016	+	Dlg3	99811329	protein_coding
chrX	99811328	99862016	+	Dlg3	99811355	protein_coding
chrX	99811328	99862016	+	Dlg3	99818347	protein_coding
chr14	76192449	76203646	+	Kctd4	76192449	protein_coding
chr19	55304727	55615741	+	Vti1a	55304727	protein_coding
chr19	55304727	55615741	+	Vti1a	55304782	protein_coding
chr19	55304727	55615741	+	Vti1a	55304783	protein_coding
chr14	76323676	76348200	-	Gpalpp1	76348200	protein_coding
chr1	159871952	159907778	+	4930523C07Rik	159871954	protein_coding
chr1	159871952	159907778	+	4930523C07Rik	159902732	protein_coding
chr8	91796685	91850472	+	Rbl2	91796685	protein_coding
chr8	91796685	91850472	+	Rbl2	91796750	protein_coding
chr8	91796685	91850472	+	Rbl2	91796786	protein_coding
chr14	76348331	76374819	+	Nufip1	76348331	protein_coding
chr9	44247636	44255525	-	Hmbs	44255525	protein_coding
chr9	44247636	44255525	-	Hmbs	44253678	protein_coding
chr9	44247636	44255525	-	Hmbs	44249272	protein_coding
chr9	44247636	44255525	-	Hmbs	44253602	protein_coding
chr1	58152289	58239857	+	Aox3	58152295	protein_coding
chr1	58152289	58239857	+	Aox3	58152345	protein_coding
chr13	93282790	93328893	-	Tent2	93328893	protein_coding
chr13	93282790	93328893	-	Tent2	93328791	protein_coding
chr13	93282790	93328893	-	Tent2	93304937	protein_coding
chr13	93282790	93328893	-	Tent2	93328619	protein_coding
chr14	20532935	20546969	-	Mss51	20546969	protein_coding
chr7	22683139	22684098	-	Vmn1r258	22684098	protein_coding
chr7	22718431	22719348	-	Vmn1r259	22719348	protein_coding
chr7	22754965	22755888	+	Vmn1r163	22754965	protein_coding
chr7	22765958	22766881	-	Vmn1r260	22766881	protein_coding
chr7	22831279	22843905	-	Gm10662	22843905	protein_coding
chr7	22831279	22843905	-	Gm10662	22833362	protein_coding
chr19	3901773	3944369	+	Chka	3901797	protein_coding
chr19	3901773	3944369	+	Chka	3902076	protein_coding
chr19	3901773	3944369	+	Chka	3902363	protein_coding
chr7	22916757	22917680	+	Vmn1r165	22916757	protein_coding
chr14	30892887	30938903	-	Nisch	30913487	protein_coding
chr14	30892887	30938903	-	Nisch	30928758	protein_coding
chr14	30892887	30938903	-	Nisch	30909164	protein_coding
chr14	30892887	30938903	-	Nisch	30896239	protein_coding
chr14	30892887	30938903	-	Nisch	30895685	protein_coding
chr14	30892887	30938903	-	Nisch	30928783	protein_coding
chr14	30892887	30938903	-	Nisch	30928657	protein_coding
chr14	30892887	30938903	-	Nisch	30928658	protein_coding
chr7	22950187	22951107	-	Vmn1r166	22951107	protein_coding
chr7	22972226	22978325	-	Gm6902	22978325	protein_coding
chr7	22972226	22978325	-	Gm6902	22974668	protein_coding
chr5	124802149	124911372	+	Dnah10	124802149	protein_coding
chr7	97229096	97341985	+	Rsf1	97229104	protein_coding
chr2	156154219	156217558	+	Cnbd2	156154219	protein_coding
chr2	156154219	156217558	+	Cnbd2	156154512	protein_coding
chr2	156154219	156217558	+	Cnbd2	156154553	protein_coding
chr10	115405891	115418353	+	A930009A15Rik	115405891	protein_coding
chr10	115652737	115685798	+	Tspan8	115652737	protein_coding
chr10	115652737	115685798	+	Tspan8	115653176	protein_coding
chr10	115652737	115685798	+	Tspan8	115653188	protein_coding
chr10	115652737	115685798	+	Tspan8	115653189	protein_coding
chr16	29398152	29473702	+	Opa1	29398152	protein_coding
chr16	29398152	29473702	+	Opa1	29398198	protein_coding
chr16	29398152	29473702	+	Opa1	29405832	protein_coding
chr3	55149785	55446489	+	Dclk1	55149785	protein_coding
chr3	55149785	55446489	+	Dclk1	55149947	protein_coding
chr3	55149785	55446489	+	Dclk1	55154492	protein_coding
chr3	55149785	55446489	+	Dclk1	55369149	protein_coding
chr3	55149785	55446489	+	Dclk1	55369320	protein_coding
chr3	55149785	55446489	+	Dclk1	55369337	protein_coding
chr3	55149785	55446489	+	Dclk1	55369393	protein_coding
chr3	55149785	55446489	+	Dclk1	55369179	protein_coding
chr4	98614971	98626717	+	L1td1	98614971	protein_coding
chr4	98614971	98626717	+	L1td1	98614985	protein_coding
chr4	98614971	98626717	+	L1td1	98615030	protein_coding
chr4	98614971	98626717	+	L1td1	98621440	protein_coding
chr7	23000617	23061702	+	Nlrp4e	23000617	protein_coding
chr4	119052503	119058495	+	Svbp	119052503	protein_coding
chr4	119052503	119058495	+	Svbp	119052604	protein_coding
chr4	119052503	119058495	+	Svbp	119052693	protein_coding
chr4	119052503	119058495	+	Svbp	119053105	protein_coding
chr7	112278525	112506014	+	Tead1	112278525	protein_coding
chr7	112278525	112506014	+	Tead1	112278527	protein_coding
chr7	112278525	112506014	+	Tead1	112278564	protein_coding
chr7	112278525	112506014	+	Tead1	112290905	protein_coding
chr7	112278525	112506014	+	Tead1	112341252	protein_coding
chr7	112278525	112506014	+	Tead1	112358645	protein_coding
chr7	112278525	112506014	+	Tead1	112358690	protein_coding
chr7	112278525	112506014	+	Tead1	112358743	protein_coding
chr7	112278525	112506014	+	Tead1	112358591	protein_coding
chr8	3403415	3506601	+	Arhgef18	3403437	protein_coding
chr8	3403415	3506601	+	Arhgef18	3410852	protein_coding
chr8	3403415	3506601	+	Arhgef18	3443038	protein_coding
chr8	3403415	3506601	+	Arhgef18	3443073	protein_coding
chr8	3403415	3506601	+	Arhgef18	3476700	protein_coding
chr10	128345834	128361740	-	Esyt1	128361739	protein_coding
chr13	12197598	12272999	-	Mtr	12272981	protein_coding
chr15	102111684	102124041	+	Zfp740	102112083	protein_coding
chr15	102111684	102124041	+	Zfp740	102112094	protein_coding
chr15	102111684	102124041	+	Zfp740	102112126	protein_coding
chr15	102111684	102124041	+	Zfp740	102112144	protein_coding
chr15	102111684	102124041	+	Zfp740	102113013	protein_coding
chr15	102111684	102124041	+	Zfp740	102113044	protein_coding
chr15	102111684	102124041	+	Zfp740	102113215	protein_coding
chr15	102111684	102124041	+	Zfp740	102114994	protein_coding
chr2	73102269	73115050	+	Sp9	73102269	protein_coding
chr1	185016923	185061593	-	Iars2	185061593	protein_coding
chr4	98643135	98705774	-	Kank4	98705774	protein_coding
chrX	18028814	18146175	+	Kdm6a	18028814	protein_coding
chrX	18028814	18146175	+	Kdm6a	18112284	protein_coding
chrX	18028814	18146175	+	Kdm6a	18112512	protein_coding
chrX	18028814	18146175	+	Kdm6a	18112535	protein_coding
chr2	73113449	73143045	-	Cir1	73143045	protein_coding
chr19	3946050	3957133	-	Tcirg1	3955230	protein_coding
chr19	3946050	3957133	-	Tcirg1	3956991	protein_coding
chr19	3946050	3957133	-	Tcirg1	3957133	protein_coding
chr19	3946050	3957133	-	Tcirg1	3956240	protein_coding
chr4	98706712	98712077	-	I0C0044D17Rik	98712077	protein_coding
chr4	98706712	98712077	-	I0C0044D17Rik	98708561	protein_coding
chr4	119060767	119089909	-	AU022252	119089909	protein_coding
chr5	124911482	124939488	-	Ccdc92	124939488	protein_coding
chr5	124911482	124939488	-	Ccdc92	124928647	protein_coding
chr5	124939755	124979757	+	Zfp664	124939755	protein_coding
chr15	102124430	102140379	-	Itgb7	102125508	protein_coding
chr15	102124430	102140379	-	Itgb7	102140379	protein_coding
chr15	102124430	102140379	-	Itgb7	102140343	protein_coding
chr15	102124430	102140379	-	Itgb7	102140370	protein_coding
chr4	119062252	119075414	-	Tmem269	119075414	protein_coding
chr13	58435316	58506936	-	Kif27	58506936	protein_coding
chr13	58435316	58506936	-	Kif27	58502676	protein_coding
chr2	73142945	73168162	+	Scrn3	73142945	protein_coding
chr2	73142945	73168162	+	Scrn3	73142998	protein_coding
chr9	44259046	44272967	-	Vps11	44272967	protein_coding
chr9	44259046	44272967	-	Vps11	44270934	protein_coding
chr4	98812047	98823780	+	Usp1	98812047	protein_coding
chr4	98812047	98823780	+	Usp1	98812116	protein_coding
chr4	98812047	98823780	+	Usp1	98812201	protein_coding
chr4	98812047	98823780	+	Usp1	98816334	protein_coding
chr5	125080285	125089611	+	Rflna	125080285	protein_coding
chr5	125080285	125089611	+	Rflna	125080539	protein_coding
chr15	102143373	102165952	-	Rarg	102165952	protein_coding
chr15	102143373	102165952	-	Rarg	102154935	protein_coding
chr15	102143373	102165952	-	Rarg	102165784	protein_coding
chr15	102143373	102165952	-	Rarg	102152024	protein_coding
chr15	102143373	102165952	-	Rarg	102158781	protein_coding
chr5	111027669	111437646	+	Ttc28	111027669	protein_coding
chr2	19204113	19315052	+	Armc3	19204113	protein_coding
chr1	159912599	159981150	-	Tnn	159981150	protein_coding
chr1	159912599	159981150	-	Tnn	159975458	protein_coding
chr13	58527631	58533039	-	Qng1	58533039	protein_coding
chr13	12284312	12355641	-	Actn2	12355641	protein_coding
chr13	12284312	12355641	-	Actn2	12297433	protein_coding
chr13	12284312	12355641	-	Actn2	12355605	protein_coding
chr4	138292671	138363195	-	Vwa5b1	138351323	protein_coding
chr4	138292671	138363195	-	Vwa5b1	138308394	protein_coding
chr8	3507105	3517680	-	Pex11g	3517680	protein_coding
chr8	3507105	3517680	-	Pex11g	3517645	protein_coding
chr9	59524567	59557568	+	Parp6	59524567	protein_coding
chr9	59524567	59557568	+	Parp6	59524569	protein_coding
chr9	59524567	59557568	+	Parp6	59544914	protein_coding
chr10	128377832	128383643	-	Zc3h10	128383643	protein_coding
chr10	128377832	128383643	-	Zc3h10	128383508	protein_coding
chr10	128377832	128383643	-	Zc3h10	128383594	protein_coding
chr18	9212163	9218136	+	Fzd8	9212163	protein_coding
chr18	9278607	9282809	-	Gjd4	9282809	protein_coding
chr5	150597204	150734155	+	Pds5b	150597204	protein_coding
chr5	150597204	150734155	+	Pds5b	150679768	protein_coding
chr5	150597204	150734155	+	Pds5b	150597292	protein_coding
chr10	128383983	128385174	-	Rpl41	128385022	protein_coding
chr10	128383983	128385174	-	Rpl41	128385031	protein_coding
chr10	128383983	128385174	-	Rpl41	128385174	protein_coding
chr10	128383983	128385174	-	Rpl41	128384971	protein_coding
chr18	9312304	9450154	-	Ccny	9450150	protein_coding
chr18	9312304	9450154	-	Ccny	9449970	protein_coding
chr8	25167241	25215868	-	Adam3	25177979	protein_coding
chr8	25167241	25215868	-	Adam3	25215868	protein_coding
chr8	25167241	25215868	-	Adam3	25215804	protein_coding
chr15	78831924	78890069	+	Triobp	78831924	protein_coding
chr15	78831924	78890069	+	Triobp	78832119	protein_coding
chr15	78831924	78890069	+	Triobp	78858253	protein_coding
chr15	78831924	78890069	+	Triobp	78867241	protein_coding
chr15	78831924	78890069	+	Triobp	78867277	protein_coding
chr15	78831924	78890069	+	Triobp	78867905	protein_coding
chr19	3958863	3962774	-	Ndufs8	3962488	protein_coding
chr19	3958863	3962774	-	Ndufs8	3962734	protein_coding
chr19	3958863	3962774	-	Ndufs8	3962774	protein_coding
chr19	3958863	3962774	-	Ndufs8	3962768	protein_coding
chr2	19376251	19399787	+	Msrb2	19376447	protein_coding
chr1	58249556	58307756	+	Aox4	58249556	protein_coding
chr4	119090112	119106172	+	P3h1	119090112	protein_coding
chr4	119090112	119106172	+	P3h1	119090136	protein_coding
chr4	119090112	119106172	+	P3h1	119090143	protein_coding
chr4	119090112	119106172	+	P3h1	119091029	protein_coding
chr12	4763670	4788430	-	Fam228a	4788419	protein_coding
chr12	4763670	4788430	-	Fam228a	4788318	protein_coding
chr12	4763670	4788430	-	Fam228a	4787771	protein_coding
chr13	93436143	93541637	+	Homer1	93440265	protein_coding
chr13	93436143	93541637	+	Homer1	93440610	protein_coding
chr13	93436143	93541637	+	Homer1	93441003	protein_coding
chr13	93436143	93541637	+	Homer1	93441307	protein_coding
chr13	93436143	93541637	+	Homer1	93441611	protein_coding
chr13	93436143	93541637	+	Homer1	93441667	protein_coding
chr13	93436143	93541637	+	Homer1	93441692	protein_coding
chr13	93436143	93541637	+	Homer1	93441786	protein_coding
chr13	93436143	93541637	+	Homer1	93444542	protein_coding
chr2	19450474	19452312	+	Ptf1a	19450474	protein_coding
chr10	128393635	128401856	-	Pa2g4	128401803	protein_coding
chr10	128393635	128401856	-	Pa2g4	128401856	protein_coding
chr2	121697451	121766701	+	Golm2	121697451	protein_coding
chr2	121697451	121766701	+	Golm2	121697611	protein_coding
chr2	121697451	121766701	+	Golm2	121729288	protein_coding
chr18	9615524	9619478	-	Cetn1	9619469	protein_coding
chr18	9615524	9619478	-	Cetn1	9619478	protein_coding
chr18	9707595	9882644	+	Colec12	9707595	protein_coding
chr12	4789888	4819267	-	Fam228b	4818521	protein_coding
chr12	4789888	4819267	-	Fam228b	4798308	protein_coding
chr12	4789888	4819267	-	Fam228b	4819232	protein_coding
chr12	4789888	4819267	-	Fam228b	4819267	protein_coding
chrX	18281120	18327636	-	Dipk2b	18327610	protein_coding
chr19	3963491	3979808	-	Aldh3b1	3979808	protein_coding
chr18	9957906	9995489	+	Thoc1	9957906	protein_coding
chr18	9957906	9995489	+	Thoc1	9970255	protein_coding
chrX	19345659	19347558	-	Tex13c3	19347558	protein_coding
chr8	3520862	3537181	+	Saxo5	3525849	protein_coding
chr8	3520862	3537181	+	Saxo5	3520862	protein_coding
chrX	19925799	19963760	+	Chst7	19925799	protein_coding
chrX	99882254	100103273	-	Tex11	100103273	protein_coding
chrX	99882254	100103273	-	Tex11	100103245	protein_coding
chr10	128403392	128425521	-	Erbb3	128425521	protein_coding
chr12	4819022	4828813	+	Pfn4	4819022	protein_coding
chr12	4819022	4828813	+	Pfn4	4819167	protein_coding
chr12	4819022	4828813	+	Pfn4	4819295	protein_coding
chr12	4819022	4828813	+	Pfn4	4819339	protein_coding
chr1	185064346	185089974	+	Bpnt1	185064346	protein_coding
chr1	185064346	185089974	+	Bpnt1	185064369	protein_coding
chr1	185064346	185089974	+	Bpnt1	185064370	protein_coding
chr1	185064346	185089974	+	Bpnt1	185064377	protein_coding
chr8	91838412	91926604	-	Aktip	91857779	protein_coding
chr8	91838412	91926604	-	Aktip	91860625	protein_coding
chr8	91838412	91926604	-	Aktip	91861093	protein_coding
chr8	91838412	91926604	-	Aktip	91860655	protein_coding
chr8	91838412	91926604	-	Aktip	91860651	protein_coding
chr8	91838412	91926604	-	Aktip	91860400	protein_coding
chr8	91838412	91926604	-	Aktip	91926599	protein_coding
chr19	4008645	4022103	+	Aldh3b3	4008645	protein_coding
chr19	4008645	4022103	+	Aldh3b3	4015900	protein_coding
chr12	4867544	4877659	+	Sf3b6	4867544	protein_coding
chr12	4867544	4877659	+	Sf3b6	4870594	protein_coding
chr14	30930269	30933686	+	Tnnc1	30930269	protein_coding
chr19	4022328	4031646	+	Aldh3b2	4022328	protein_coding
chr12	4883174	4891591	-	Fkbp1b	4891591	protein_coding
chr12	4883174	4891591	-	Fkbp1b	4891435	protein_coding
chr19	4036570	4040007	+	Acy3	4036570	protein_coding
chr19	4036570	4040007	+	Acy3	4036571	protein_coding
chr19	4036570	4040007	+	Acy3	4036583	protein_coding
chr19	4036570	4040007	+	Acy3	4036661	protein_coding
chr14	76652401	76745205	+	Tsc22d1	76652401	protein_coding
chr14	76652401	76745205	+	Tsc22d1	76653027	protein_coding
chr14	76652401	76745205	+	Tsc22d1	76656088	protein_coding
chr14	76652401	76745205	+	Tsc22d1	76714357	protein_coding
chr14	76652401	76745205	+	Tsc22d1	76725199	protein_coding
chr14	76652401	76745205	+	Tsc22d1	76725876	protein_coding
chr14	76652401	76745205	+	Tsc22d1	76741654	protein_coding
chr14	76652401	76745205	+	Tsc22d1	76741918	protein_coding
chr14	76652401	76745205	+	Tsc22d1	76741970	protein_coding
chr14	76652401	76745205	+	Tsc22d1	76742538	protein_coding
chr12	4893303	4910043	+	Wdcp	4893303	protein_coding
chr12	4893303	4910043	+	Wdcp	4893347	protein_coding
chr12	4893303	4910043	+	Wdcp	4893394	protein_coding
chr12	4893303	4910043	+	Wdcp	4900146	protein_coding
chr1	160022785	160029740	+	Mrps14	160022785	protein_coding
chr1	160022785	160029740	+	Mrps14	160022873	protein_coding
chr12	4912440	4924359	-	Mfsd2b	4924358	protein_coding
chr2	19467648	19558725	-	4921504E06Rik	19558725	protein_coding
chr10	128460403	128462616	-	Rps26	128462616	protein_coding
chr1	160029937	160040445	-	Cacybp	160040445	protein_coding
chr1	160029937	160040445	-	Cacybp	160040375	protein_coding
chr10	128466712	128505227	-	Ikzf4	128481860	protein_coding
chr10	128466712	128505227	-	Ikzf4	128505227	protein_coding
chr10	128466712	128505227	-	Ikzf4	128481695	protein_coding
chr10	128466712	128505227	-	Ikzf4	128480517	protein_coding
chr16	30126503	30129597	-	Gp5	30129597	protein_coding
chr16	30131241	30224793	-	Atp13a3	30207348	protein_coding
chr16	30131241	30224793	-	Atp13a3	30152708	protein_coding
chr16	30131241	30224793	-	Atp13a3	30224793	protein_coding
chr19	4042752	4049512	+	Tbx10	4042752	protein_coding
chr18	10325177	10562940	+	Greb1l	10325179	protein_coding
chr18	10325177	10562940	+	Greb1l	10458225	protein_coding
chr2	121784233	121786573	-	Mageb3	121786573	protein_coding
chr2	19662563	19665394	+	Otud1	19662563	protein_coding
chr2	91287856	91344124	+	Lrp4	91287856	protein_coding
chr1	58317485	58419418	+	Aox2	58317485	protein_coding
chr14	30939817	30952309	+	Sema3g	30939817	protein_coding
chr19	4050580	4052103	+	Nudt8	4050580	protein_coding
chr6	56678048	56681695	-	Lsm5	56681677	protein_coding
chr6	56678048	56681695	-	Lsm5	56681695	protein_coding
chr6	56678048	56681695	-	Lsm5	56681668	protein_coding
chr19	4053313	4057005	+	Doc2g	4053313	protein_coding
chr19	4053313	4057005	+	Doc2g	4053389	protein_coding
chr17	83809347	83824759	-	Cox7a2l	83821759	protein_coding
chr6	132687962	132688891	-	Tas2r122	132688891	protein_coding
chr6	132713966	132714998	-	Tas2r115	132714998	protein_coding
chr6	132731693	132732622	+	Tas2r124	132731693	protein_coding
chr6	132739094	132740137	+	Tas2r102	132739094	protein_coding
chr6	132754142	132755125	-	Tas2r136	132755125	protein_coding
chr8	91943658	92039890	-	Rpgrip1l	92039890	protein_coding
chr8	91943658	92039890	-	Rpgrip1l	91997072	protein_coding
chr8	91943658	92039890	-	Rpgrip1l	92037045	protein_coding
chr8	91943658	92039890	-	Rpgrip1l	92037708	protein_coding
chr6	56691884	56738897	+	Avl9	56691912	protein_coding
chr6	56691884	56738897	+	Avl9	56691923	protein_coding
chr17	45911897	45913028	-	Mymx	45912993	protein_coding
chr17	45911897	45913028	-	Mymx	45912892	protein_coding
chr17	45911897	45913028	-	Mymx	45913028	protein_coding
chr17	45911897	45913028	-	Mymx	45912896	protein_coding
chr14	20549432	20596641	-	Ppp3cb	20596641	protein_coding
chr14	20549432	20596641	-	Ppp3cb	20596615	protein_coding
chr14	20549432	20596641	-	Ppp3cb	20596580	protein_coding
chr14	20549432	20596641	-	Ppp3cb	20596508	protein_coding
chr17	83893386	83939324	-	Kcng3	83939324	protein_coding
chr19	4057384	4062806	-	Ndufv1	4062694	protein_coding
chr19	4057384	4062806	-	Ndufv1	4062666	protein_coding
chr19	4057384	4062806	-	Ndufv1	4062806	protein_coding
chr19	4057384	4062806	-	Ndufv1	4062673	protein_coding
chr19	4057384	4062806	-	Ndufv1	4062708	protein_coding
chr19	4057384	4062806	-	Ndufv1	4062759	protein_coding
chr19	4057384	4062806	-	Ndufv1	4062697	protein_coding
chrX	19971993	20158046	-	Slc9a7	20028439	protein_coding
chrX	19971993	20158046	-	Slc9a7	20158046	protein_coding
chrX	19971993	20158046	-	Slc9a7	20158009	protein_coding
chr12	4929032	4957705	-	Ubxn2a	4957705	protein_coding
chr12	4929032	4957705	-	Ubxn2a	4957264	protein_coding
chr1	24216691	24291765	+	Col9a1	24216691	protein_coding
chr1	24216691	24291765	+	Col9a1	24234268	protein_coding
chr17	84013592	84128945	+	Mta3	84013592	protein_coding
chr17	84013592	84128945	+	Mta3	84013620	protein_coding
chr17	84013592	84128945	+	Mta3	84063063	protein_coding
chr17	84013592	84128945	+	Mta3	84096350	protein_coding
chr9	96078328	96205699	+	Tfdp2	96078328	protein_coding
chr9	96078328	96205699	+	Tfdp2	96078357	protein_coding
chr9	96078328	96205699	+	Tfdp2	96078370	protein_coding
chr9	96078328	96205699	+	Tfdp2	96078390	protein_coding
chr9	96078328	96205699	+	Tfdp2	96078401	protein_coding
chr9	96078328	96205699	+	Tfdp2	96084209	protein_coding
chr9	96078328	96205699	+	Tfdp2	96140758	protein_coding
chr9	96078328	96205699	+	Tfdp2	96140795	protein_coding
chr9	96078328	96205699	+	Tfdp2	96140812	protein_coding
chr9	96078328	96205699	+	Tfdp2	96141306	protein_coding
chr9	96078328	96205699	+	Tfdp2	96141338	protein_coding
chr9	96078328	96205699	+	Tfdp2	96192619	protein_coding
chr7	112553169	112556664	+	Rassf10	112553169	protein_coding
chr10	128505763	128509942	-	Suox	128509942	protein_coding
chr7	97437748	97561588	+	Pak1	97437748	protein_coding
chr7	97437748	97561588	+	Pak1	97480135	protein_coding
chr7	97437748	97561588	+	Pak1	97492142	protein_coding
chr6	132779781	132780938	+	Tas2r117	132779781	protein_coding
chr18	61624728	61669665	-	Arhgef37	61669665	protein_coding
chr18	61624728	61669665	-	Arhgef37	61669646	protein_coding
chr6	132824105	132825106	+	Tas2r123	132824105	protein_coding
chr6	132832401	132833318	+	Tas2r116	132832401	protein_coding
chr6	132844971	132845972	+	Tas2r110	132844971	protein_coding
chr10	128513044	128532133	-	Rab5b	128532133	protein_coding
chr6	132869974	132870903	+	Tas2r113	132869974	protein_coding
chr6	56754509	56774798	-	Kbtbd2	56774721	protein_coding
chr6	56754509	56774798	-	Kbtbd2	56774798	protein_coding
chr6	56754509	56774798	-	Kbtbd2	56774264	protein_coding
chr4	119112611	119119635	+	Cldn19	119112611	protein_coding
chr4	119112611	119119635	+	Cldn19	119112706	protein_coding
chr10	128533808	128540900	-	Cdk2	128540872	protein_coding
chr10	128533808	128540900	-	Cdk2	128540899	protein_coding
chr2	73171850	73216916	-	Gpr155	73216916	protein_coding
chr2	73171850	73216916	-	Gpr155	73216756	protein_coding
chr2	73171850	73216916	-	Gpr155	73216787	protein_coding
chr2	73171850	73216916	-	Gpr155	73192855	protein_coding
